#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments
76391;13:53:23;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;05 04 00 00 ;....;4;;COM7;
76400;13:53:23;IRP_MJ_READ;UP;STATUS_SUCCESS;55 aa 5a 78 00 29 3b 60 fc 9f cf 76 5a a5 5d ec 98 61 fd 9e cf 77 5b a4 5d ed 99 04 95 e6 e2 12 6c c9 3b 9b e8 08 85 f1 a0 1e 69 a5 5d b1 51 6d fc 9f 4f 10 1e b4 7a d1 9d bc ed 87 ab 05 20 88 3a 80 f7 17 91 e8 a0 04 37 8b 3e 83 f5 40 d1 b2 ad 0f 7a c3 38 85 ff 05 fc f7 bb 02 2a cd 29 98 e8 13 c6 b0 e0 1f 36 dc 29 81 f1 4e 9f f0 a2 76 5a 4d aa 13 87 4d 15 6f 8e 72 1c ab 1b ;"UªZx.);`üŸÏvZ¥]ì˜aýžÏw[¤]í™.•æâ.lÉ;›è.…ñ .i¥]±QmüŸO..´zÑ¼í‡«. ˆ:€÷.‘è .7‹>ƒõ@Ñ²­.zÃ8…ÿ.ü÷».*Í)˜è.Æ°à.6Ü)ñNŸð¢vZMª.‡M.oŽr.«.";125;;COM7;
76405;13:53:23;IRP_MJ_WRITE;DOWN;;55 aa 5a 09 00 ;UªZ..;5;5;COM7;
76406;13:53:23;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a 09 00 ;UªZ..;5;;COM7;
76407;13:53:23;IRP_MJ_WRITE;DOWN;;44 34 27 d0 38 04 e4 27 d2 ;D4'Ð8.ä'Ò;9;9;COM7;
76408;13:53:23;IRP_MJ_WRITE;UP;STATUS_SUCCESS;44 34 27 d0 38 04 e4 27 d2 ;D4'Ð8.ä'Ò;9;;COM7;
76411;13:53:23;IRP_MJ_WRITE;DOWN;;55 aa 5a 0e 00 ;UªZ..;5;5;COM7;
76412;13:53:23;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a 0e 00 ;UªZ..;5;;COM7;
76413;13:53:23;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;05 04 00 00 ;....;4;;COM7;
76417;13:53:23;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;....;4;;COM7;
76423;13:53:23;IRP_MJ_DEVICE_CONTROL (IOCTL_SERIAL_WAIT_ON_MASK);UP;STATUS_SUCCESS;01 04 00 00 ;....;4;;COM7;
